"","budget","runtime","comedy","family","adventure","fantasy","drama","action","horror","documentary","scifi","actorMovieCount","directorMovieCount","directorEarnings","domestic","quarter","newyearsday","christmaseve","success_1_to_1"
"1656",1.3e+07,107,1,0,0,0,0,0,0,0,0,3,1,5820015,0,4,0,0,1
"1657",24078133.8007948,124,0,0,0,0,1,0,0,0,0,0,1,10541523,0,4,0,0,0
"1658",2.7e+07,124,0,0,0,0,1,0,0,0,0,2,2,258972962,0,4,0,0,0
"1659",24078133.8007948,94,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1660",1300000,97,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"1661",24078133.8007948,85,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0
"1662",2,95,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1663",1950000,132,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,1
"1665",24078133.8007948,98,1,0,0,0,0,0,0,0,0,0,1,161820,0,3,0,0,0
"1666",24078133.8007948,86,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1667",860000,97,1,0,0,0,1,0,0,0,0,0,5,153110496,1,3,0,0,1
"1668",5e+06,95,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
"1669",1.8e+07,94,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"1670",24078133.8007948,85,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1673",645180,103,0,0,0,0,1,0,0,0,0,4,2,1647160,0,3,0,0,1
"1674",24078133.8007948,114,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1675",1.7e+07,95,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"1676",24078133.8007948,106,0,0,0,0,1,0,0,0,0,0,3,23199347,1,1,0,0,0
"1677",1500000,86,1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0
"1678",24078133.8007948,88,1,0,0,0,1,0,0,0,0,1,1,6e+06,0,4,0,0,0
"1679",2e+07,108,1,0,0,0,0,0,0,0,1,2,2,53557058,1,4,0,0,0
"1680",2.8e+07,119,1,0,0,0,1,0,0,0,0,5,4,721722994,1,4,0,0,0
"1681",2.5e+07,138,0,0,0,0,1,0,0,0,0,0,9,1286270039,1,4,0,0,1
"1682",24078133.8007948,85,0,1,0,0,0,0,0,0,0,0,2,45560058,0,3,0,0,0
"1683",1.2e+07,83,1,0,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0
"1684",3e+06,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1685",6500000,105,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
"1686",823258,105,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1687",5e+06,92,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
"1688",2.7e+07,97,1,0,0,0,0,0,0,0,0,1,2,71788150,0,4,0,0,1
"1689",2e+06,111,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1690",24078133.8007948,90,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1691",8e+05,83,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"1692",1.2e+07,115,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"1693",8500000,94,1,0,0,0,0,0,0,0,0,0,2,210761916,1,4,0,0,1
"1694",3.5e+07,91,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1
"1695",24078133.8007948,108,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1696",1.9e+07,96,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1
"1697",2.5e+07,107,1,0,0,0,1,0,0,0,0,2,5,1306453297,0,2,0,0,1
"1698",3e+06,88,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
"1699",6400000,86,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1700",8500000,97,0,0,0,0,1,0,0,0,0,6,2,7199773,0,1,0,0,1
"1701",5.6e+07,118,1,0,0,0,0,0,0,0,0,0,1,48418160,0,4,0,0,1
"1702",14700000,103,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1703",1.1e+07,98,1,0,0,0,0,0,0,0,0,5,1,164433867,1,1,0,0,1
"1704",1.2e+07,108,0,0,1,0,1,1,0,0,0,4,0,0,0,4,0,0,1
"1705",24078133.8007948,93,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1706",24078133.8007948,89,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1707",8169363,90,0,0,0,0,1,0,0,0,0,7,0,0,0,4,0,0,1
"1708",24078133.8007948,95,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0
"1709",5e+06,99,0,0,0,0,0,1,0,0,0,15,0,0,1,1,0,0,1
"1710",24078133.8007948,96,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1711",3e+06,95,1,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1
"1712",1200000,90,0,0,0,0,0,0,1,0,0,0,1,168180,0,4,0,0,1
"1713",24078133.8007948,106,1,0,0,0,0,0,0,0,0,0,5,571065906,0,3,0,0,0
"1714",24078133.8007948,115,0,0,0,0,0,1,0,0,0,0,5,373559909,1,1,0,0,0
"1715",3e+07,87,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1
"1717",4e+06,110,1,0,0,0,1,0,0,0,0,1,1,4040588,0,2,0,0,0
"1718",2e+06,102,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0
"1719",2e+07,118,0,0,0,0,1,1,0,0,1,1,3,818146416,1,2,0,0,0
"1720",5e+06,103,0,0,0,0,0,1,0,0,0,1,0,0,1,3,0,0,1
"1721",8e+06,93,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1
"1722",1.2e+07,101,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1723",5e+07,106,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
"1724",24078133.8007948,125,0,0,0,0,1,0,0,0,0,0,1,18295,0,1,0,0,0
"1725",2900000,86,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1726",24078133.8007948,104,0,0,1,0,0,1,0,0,0,0,1,3956913,0,1,0,0,0
"1727",24078133.8007948,119,1,0,0,0,1,0,0,0,0,6,2,155431291,0,3,0,0,1
"1728",24078133.8007948,96,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0
"1729",5500000,115,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"1730",3e+06,100,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"1731",1.2e+07,100,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1733",24078133.8007948,123,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0
"1734",24078133.8007948,95,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1735",2.6e+07,106,1,0,1,0,0,1,0,0,0,2,1,32935319,1,3,0,0,1
"1736",24078133.8007948,86,1,0,0,0,1,0,0,0,0,3,0,0,1,2,0,0,0
"1737",1e+07,89,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
"1738",1.2e+07,102,0,0,0,0,1,1,0,0,0,3,0,0,0,1,0,0,0
"1739",24078133.8007948,110,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1740",3e+05,88,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"1741",24078133.8007948,98,1,0,0,1,0,0,0,0,0,0,3,109085726,0,4,0,0,1
"1742",24078133.8007948,135,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"1743",3e+07,104,0,0,0,0,1,1,0,0,0,1,0,0,1,4,0,0,0
"1744",2.4e+07,91,1,0,0,0,0,0,0,0,0,1,1,86234523,1,1,0,0,1
"1745",1e+07,153,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"1747",3200000,94,1,0,0,0,0,0,1,0,0,7,0,0,0,4,0,0,1
"1748",24078133.8007948,119,1,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1749",1.3e+07,71,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1750",2.9e+07,102,0,0,0,0,0,1,0,0,0,0,6,397112381,1,3,0,0,1
"1751",24078133.8007948,123,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"1752",24078133.8007948,103,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1753",1.5e+07,107,0,0,0,0,1,0,0,0,0,0,2,14319511,1,1,0,0,1
"1754",6e+06,141,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0
"1755",24078133.8007948,105,0,0,0,0,1,0,0,0,0,1,1,63781810,0,2,0,0,0
"1756",3e+06,133,0,0,0,0,1,0,0,0,0,7,2,67734815,1,4,0,0,1
"1757",2.4e+07,102,0,0,0,0,1,0,0,0,0,4,1,21384035,0,4,0,0,0
"1758",8500000,98,0,0,1,0,0,1,0,0,0,2,1,2340363,1,4,0,0,1
"1759",24078133.8007948,109,0,0,0,0,1,0,0,0,0,0,2,34702444,0,4,0,0,0
"1760",6500000,142,0,0,1,0,0,1,0,0,0,0,0,0,1,4,0,0,1
"1761",6e+06,99,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0
"1762",910000,108,0,0,0,0,1,0,0,0,0,3,1,5,1,2,0,0,1
"1763",24078133.8007948,100,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1764",2.2e+07,139,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,1
"1766",130000,79,0,0,0,0,1,0,0,0,0,0,1,13101672,1,3,0,0,1
"1767",24078133.8007948,124,1,0,0,0,0,1,0,0,0,1,10,225794326,0,4,0,0,0
"1768",24078133.8007948,103,1,0,0,0,0,0,0,0,0,0,3,269305377,0,1,0,0,0
"1769",3300000,96,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"1770",24078133.8007948,110,0,0,0,0,1,1,0,0,0,0,1,15614000,0,2,0,0,0
"1771",4800000,99,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0
"1772",4.2e+07,118,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0
"1773",24078133.8007948,101,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1775",2e+06,82,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"1776",24078133.8007948,96,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1777",180000,89,1,1,0,0,1,0,0,0,0,1,1,115605,0,3,0,0,1
"1778",24078133.8007948,94,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1779",9e+06,99,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1
"1780",143149,94,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"1781",1.4e+07,103,1,0,0,0,0,0,0,0,0,1,1,17986781,1,1,0,0,1
"1782",5e+07,127,0,0,0,0,1,1,0,0,1,2,1,325756637,1,1,0,0,1
"1783",2.4e+07,89,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"1784",1.4e+07,91,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,1
"1785",24078133.8007948,95,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1787",24078133.8007948,102,0,0,0,0,0,0,0,0,0,1,1,24362772,0,3,0,0,1
"1789",24078133.8007948,93,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0
"1790",2e+07,158,1,0,0,0,1,1,0,0,0,0,0,0,1,4,0,0,1
"1791",24078133.8007948,115,0,0,0,0,0,0,0,0,0,8,19,2214012227,1,2,0,0,1
"1793",24078133.8007948,107.440816326531,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1794",6e+06,108,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1795",1e+06,88,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0
"1796",24078133.8007948,124,0,0,0,0,1,0,0,0,0,0,1,365248,0,4,0,0,0
"1797",1e+06,88,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"1798",5e+06,95,0,0,0,0,0,0,1,0,0,0,2,85793256,1,4,0,0,1
"1799",5e+06,92,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1
"1800",1.3e+07,120,0,0,0,0,1,0,0,0,0,1,2,18341980,1,2,0,0,0
"1801",3.5e+07,118,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
"1802",1e+07,94,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0
"1803",5e+05,139,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"1804",150000,94,1,0,0,0,0,0,0,0,0,1,1,8026971,0,2,0,0,1
"1805",24078133.8007948,95,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1806",24078133.8007948,87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1807",1.9e+07,115,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1808",137731,83,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1
"1809",4e+07,122,0,0,0,0,1,0,0,0,0,3,0,0,1,4,0,0,1
"1810",24078133.8007948,96,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1811",24078133.8007948,79,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
"1812",6e+06,90,1,0,1,0,0,0,0,0,0,1,8,1402234683,1,3,0,0,1
"1813",1.8e+07,103,1,0,0,1,1,0,0,0,0,7,4,416511774,1,4,0,0,1
"1814",24078133.8007948,107,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1815",48740,81,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1817",8e+06,91,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1818",24078133.8007948,93,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0
"1819",5e+05,78,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"1820",4e+06,77,0,1,1,1,0,0,0,0,0,0,1,5.1e+07,1,1,0,0,1
"1822",3e+05,89,0,0,0,0,0,0,1,0,1,0,1,14056528,0,1,0,0,1
"1823",3.2e+07,123,0,0,0,1,1,0,0,0,1,3,1,215283742,1,3,0,0,1
"1824",1.2e+07,98,0,0,0,0,1,0,0,0,0,0,1,3286448,1,4,0,0,1
"1825",24078133.8007948,98,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1826",2800000,80,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1
"1828",60000,84,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"1829",24078133.8007948,88,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"1830",1.9e+07,105,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1
"1831",12000,93,1,0,0,0,0,0,1,0,0,0,1,7820688,1,1,0,0,1
"1832",9e+05,97,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0
"1833",4e+07,108,1,1,0,1,0,0,0,0,0,0,0,0,1,4,0,1,1
"1834",2600000,88,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"1835",2.3e+07,108,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
"1836",1.7e+07,112,1,0,0,0,0,0,0,0,0,1,1,105011053,1,3,0,0,1
"1838",240000,127,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1
"1839",1.3e+07,153,1,0,0,0,1,0,0,0,1,1,0,0,0,4,0,0,1
"1840",24078133.8007948,93,1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1
"1841",5800000,112,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1
"1842",6e+06,120,0,0,0,0,1,1,0,0,0,2,6,410634280,1,4,0,0,1
"1843",1.2e+07,94,0,0,0,0,1,1,0,0,0,3,0,0,0,4,0,0,0
"1844",2.4e+07,124,1,0,0,0,1,0,0,0,0,2,1,51142659,1,4,0,0,0
"1845",725000,102,0,0,0,0,1,0,0,0,0,21,25,2467667490,0,4,0,0,1
"1846",2900000,136,1,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1
"1847",1.4e+07,109,0,0,0,0,1,0,0,0,0,0,2,67672372,1,3,0,0,1
"1849",250000,85,0,0,0,0,1,0,1,0,1,0,1,40272135,0,2,0,0,1
"1850",1.6e+07,93,0,1,1,1,0,1,0,0,0,1,0,0,0,3,0,0,1
"1851",4500000,96,1,0,0,0,0,0,0,0,0,2,1,40263020,1,1,0,0,1
"1852",24078133.8007948,83,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"1853",24078133.8007948,88,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"1854",24078133.8007948,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1855",6,122,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,1
"1856",10700000,114,0,0,0,0,0,0,1,0,0,0,1,8025872,1,2,0,0,1
"1857",3.5e+07,93,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1
"1859",1200000,85,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1860",24078133.8007948,86,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0
"1861",6500000,98,1,0,0,0,0,0,0,0,0,1,5,74372614,0,2,0,0,1
"1862",9e+06,92,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1863",2e+05,100,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"1864",2.5e+07,102,0,0,0,0,1,0,0,0,0,1,1,6420,1,4,0,0,0
"1865",1.5e+07,133,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1866",1e+07,110,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1
"1867",1.8e+07,107,0,0,1,0,0,1,0,0,1,7,1,140767956,1,2,0,0,1
"1868",3.5e+07,108,0,0,0,0,0,1,0,0,1,0,7,341288113,1,4,0,0,1
"1869",3.5e+07,91,0,0,0,0,0,1,0,0,0,2,0,0,1,3,0,0,0
"1870",24078133.8007948,119,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
"1871",24078133.8007948,98,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"1872",7000,77,0,0,0,0,1,0,0,0,1,0,1,444098,1,4,0,0,1
"1873",24078133.8007948,97,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
"1874",9e+06,130,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
"1875",2800000,87,1,0,0,0,0,0,0,0,0,0,1,19510371,0,3,0,0,1
"1876",24078133.8007948,82,1,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0
"1877",24078133.8007948,124,1,0,0,0,1,0,0,0,0,5,0,0,0,2,0,0,1
"1878",1.2e+07,106,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
"1879",24078133.8007948,102,0,0,0,0,1,0,0,0,0,0,2,72416101,1,3,0,0,0
"1880",24078133.8007948,93,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"1881",24078133.8007948,82,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
"1882",8e+06,154,0,0,0,0,0,0,0,0,0,5,4,695513329,1,3,0,0,1
"1883",3500000,86,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,1
"1884",1.5e+07,123,1,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,1
"1885",24078133.8007948,100,0,0,0,0,1,0,0,0,0,3,0,0,0,3,0,0,0
"1886",24078133.8007948,96,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1887",3.8e+07,111,0,0,0,0,0,1,0,0,0,0,1,34227298,1,1,0,0,1
"1888",4e+05,105,1,0,0,0,1,0,0,0,0,0,3,989377045,0,1,0,0,0
"1889",24078133.8007948,106,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1890",1.5e+07,124,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0
"1891",3.5e+07,101,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1
"1892",2500,78,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"1893",5e+06,134,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
"1894",24078133.8007948,91,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1895",3.2e+07,109,0,0,0,0,1,0,0,0,0,1,0,0,1,4,0,0,1
"1896",1.8e+07,129,0,0,0,0,1,0,0,0,0,12,6,261556565,1,4,0,0,1
"1897",24078133.8007948,101,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0
"1898",5e+07,119,1,0,0,0,1,0,0,0,0,1,4,502097887,1,2,0,0,0
"1899",8e+05,88,0,0,0,0,1,0,0,0,0,0,1,573335,1,2,0,0,1
"1900",5,141,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
"1901",7500000,112,0,0,0,0,1,0,0,0,0,2,1,7025496,0,3,0,0,0
"1902",4.4e+07,96,0,0,1,0,0,1,0,0,0,12,3,66901378,1,2,0,0,1
"1904",24078133.8007948,97,0,0,0,0,1,0,0,0,0,2,3,61123505,1,3,0,0,0
"1906",1e+07,95,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1
"1907",2e+07,94,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"1908",11500000,99,0,0,0,0,1,0,0,0,0,1,2,163606777,0,1,0,0,1
"1909",1e+06,112,0,0,0,0,1,0,0,0,0,1,6,72250000,0,3,0,0,1
"1910",1288000,130,0,0,0,0,1,0,0,0,0,1,11,128214313,1,2,0,0,1
"1911",5e+05,90,1,0,0,0,0,0,0,0,0,1,1,149521495,0,1,0,0,1
"1912",24078133.8007948,117,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1913",1e+07,83,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
"1914",5e+06,90,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
"1916",5e+05,93,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1
"1918",24078133.8007948,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1919",2.9e+07,104,0,0,0,0,0,1,0,0,0,6,5,241487470,0,2,0,0,1
"1921",24078133.8007948,94,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
"1923",4.2e+07,124,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0
"1924",24078133.8007948,94,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
"1925",3e+07,113,0,0,0,0,1,0,0,0,0,2,1,37095657,1,3,0,0,1
"1926",24078133.8007948,121,1,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0
"1927",1500000,92,1,0,0,0,0,0,0,0,1,0,1,2826523,1,1,0,0,1
"1928",24078133.8007948,98,1,0,0,0,0,0,1,0,1,2,0,0,1,3,0,0,0
"1929",24078133.8007948,98,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0
"1930",24078133.8007948,73,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"1931",1200000,99,0,0,0,0,0,0,0,0,0,4,5,909442091,1,3,0,0,1
"1932",3.3e+07,100,0,0,0,0,0,1,1,0,1,3,4,802507996,1,1,0,0,1
"1934",4e+07,107,0,0,0,0,0,1,1,0,1,0,0,0,1,4,0,1,1
"1935",24078133.8007948,93,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"1936",24078133.8007948,105,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1937",24078133.8007948,103,0,0,0,1,1,0,0,0,0,0,5,69392834,0,3,0,0,0
"1938",24078133.8007948,95,0,1,1,1,0,0,0,0,1,1,1,5e+06,0,1,0,0,0
"1939",32350000,135,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1
"1940",2e+06,97,1,0,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0
"1941",6200000,89,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
"1942",2.4e+07,115,1,0,0,0,1,0,0,0,0,2,0,0,1,2,0,0,1
"1943",24078133.8007948,107.440816326531,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0
"1944",24078133.8007948,98,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
"1945",24078133.8007948,111,0,0,0,0,1,0,0,0,0,0,1,56714147,0,4,0,0,0
"1946",1.8e+07,100,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
"1947",2.5e+07,99,1,0,0,0,0,1,0,0,0,1,2,195008744,1,1,0,0,1
"1948",4e+07,102,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
"1949",3e+06,102,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"1950",24078133.8007948,73,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1951",24078133.8007948,95,1,0,0,0,1,0,0,0,0,0,3,9900361,0,2,0,0,0
"1952",24078133.8007948,96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1953",3500000,90,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"1955",6200000,98,1,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,1
"1956",1750000,101,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"1957",24078133.8007948,96,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
"1958",5e+06,121,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"1959",1.6e+07,93,1,0,1,0,0,0,0,0,0,0,2,173289872,1,2,0,0,1
"1960",1.7e+07,102,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"1961",1.5e+07,83,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1
"1962",13500000,90,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"1964",2.2e+07,104,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,0,0
"1966",2.8e+07,139,0,0,1,0,0,0,0,0,0,6,1,22433915,1,2,0,0,1
"1967",24078133.8007948,104,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"1969",24078133.8007948,99,0,1,0,0,1,0,0,0,0,0,3,68980127,0,3,0,0,0
"1970",1.8e+07,114,0,0,0,0,0,1,0,0,0,0,1,146175066,1,3,0,0,1
"1972",1.5e+07,100,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
"1973",7e+06,119,0,0,0,0,1,0,0,0,0,16,3,635366386,0,2,0,0,1
"1974",1.7e+07,99,0,0,0,0,1,0,0,0,0,14,2,365366386,0,2,0,0,1
"1975",3.1e+07,91,0,0,0,0,1,0,0,0,0,11,0,0,0,4,0,0,1
"1976",4.2e+07,104,0,0,0,0,1,0,0,0,0,7,0,0,0,4,0,0,1
"1977",24078133.8007948,106,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0
"1978",160000,91,0,0,0,0,0,0,0,1,0,3,5,173013677,1,3,0,0,1
"1979",24078133.8007948,125,0,0,1,0,0,1,0,0,1,2,3,129077588,1,2,0,0,1
"1980",24078133.8007948,116,0,0,0,0,1,0,0,0,0,3,2,170843547,0,4,0,0,0
